127721;dark lights men ;7;top;1,1,2,2,3,2,2
127721;dark lights men ship ;5;top;1,1,1,1,1
127721;dark lights men ship neon ;3;top;3,2,4
127721;dark lights men ship ;2;top;2,2
127721;dark lights men ;3;top;1,1,3
127721;dark lights men blurry ;0;top;
127721;dark lights men blurry ship ;4;top;2,3,3,1
127721;dark lights men blurry ship stick ;23;top;1,2,4,2,1,3,3,3,3,3,2,3,3,2,2,3,4,4,4,4,3,3,3
127721;dark lights men blurry ship stick holding ;0;top;
127721;dark lights men ship stick holding ;0;top;
900219;board writing ;0;som;
900219;board writing street blurry ;10;som;1,3,2,2,2,2,1,1,2,3
900219;board writing street blurry wall ;0;som;
900219;board writing street blurry;0;som;
900219;board writing street blurry ;2;som;2,2
900219;board writing street blurry close ;7;som;2,2,3,2,3,3,2
958292;men suit sunglasses bold ;4;top;1,4,4,4
1098994;safari car couple ;3;som;1,2,1
1098994;safari car couple looking ;0;som;
1098994;safari car looking peole ;0;som;
1098994;safari car looking people ;0;som;
1098994;safari car looking people terrain ;2;som;5,2
990334;men tent ;0;top;
990334;men tent sleeping ;0;top;
667883;mountains man snowboard ;2;som;2,2
667883;mountains man snowboard pink ;0;som;
667883;mountains man snowboard pink sky ;0;som;
799783;christ monk chairs saint ;3;top;3,2,2
595922;crowd audience stadium cameraman ;4;som;1,2,3,6
609301;snow white man child ;4;top;3,2,3,3
312770;bush word green white shoulder ;12;som;3,5,4,5,2,2,1,1,1,1,1,1
733324;hand palms shoulder body green ;5;top;2,6,2,4,3
578004;display television dark white ;18;som;1,4,4,5,4,4,3,4,3,3,1,3,2,4,2,3,4,1
633863;knife brown white slicing table herbs ;0;top;
757607;green wheelchair man sport ;2;som;2,4
405349;hand yellow ball lemon red white ;0;top;
380564;black microphone talking face fingers ear shoulder ;4;som;2,4,1,1
828435;house chair column tree white black green;23;top;1,2,3,4,3,3,5,2,3,3,5,3,4,4,4,4,3,3,4,4,3,3,3
783244;path building people tree white gray ;5;som;1,1,2,2,1
799783;church ;0;som;
799783;church praying ;0;som;
799783;church praying people ;0;som;
799783;church praying people chairs ;0;som;
799783;church praying people chairs light ;0;som;
799783;church praying people chairs light candle ;0;som;
799783;church praying people chairs light candle wood ;0;som;
609301;snow children adult ;0;som;
609301;snow children adult sledge ;0;som;
609301;snow children adult sledge tree ;0;som;
733324;female handshake ;0;som;
733324;female handshake  grey ;0;som;
733324;female handshake  grey bracelet ;2;som;1,1
733324;female  grey bracelet hand ;0;som;
733324;female  grey bracelet hand hands ;0;som;
733324;female  grey bracelet hand hands top ;0;som;
733324;bracelet top hand ;1;som;5
733324;bracelet top hand woman ;1;som;2
733324;bracelet top hand woman park ;2;som;1,1
733324;bracelet top hand woman park grey ;5;som;1,2,3,1,4
633863;cooking kitchen knife ;0;som;
757607;wheelchair ;0;top;
757607;wheelchair football ;0;top;
757607;wheelchair football trainer ;4;top;10,1,4,8
405349;hand lemon ;1;som;1
380564;black singer ;0;top;
380564;black singer shirt ;0;top;
380564;black singer shirt short hair ;0;top;
380564;black singer shirt microphone ;0;top;
380564;black singer shirt microphone glass ;0;top;
828435;chair house tree handrail ;0;som;
828435;chair house tree handrail door ;4;som;1,3,8,2
828435;chair house tree handrail door windows ;0;som;
828435;chair house tree handrail door windows roof ;0;som;
783244;bike biker sidewalk ;0;top;
783244;bike biker sidewalk city ;0;top;
783244;bike biker sidewalk city stone ;1;top;2
783244;bike biker sidewalk city stone people ;1;top;6
783244;bike biker sidewalk city stone people square ;2;top;2,6
783244;bike biker sidewalk city stone people square cafe ;0;top;
783244;bike biker sidewalk city stone people square cafe car ;0;top;
783244;bike biker sidewalk city stone people square cafe car lines ;0;top;
1003086;guitar guitarist ;0;som;
1003086;guitar guitarist acoustic ;3;som;4,1,5
281943;bicycle helmet ramp woods ;1;top;7
1080823;church building sky ;1;som;2
1080823;church building sky arch ;2;som;2,6
744979;skateboard ramp people hall ;2;top;5,12
541161;room bedroom window ;3;som;1,3,3
1147086;fire fireman ;0;top;
1147086;fire fireman camera ;0;top;
1147086;fire fireman camera people ;8;top;1,5,7,5,2,7,5,5
343;india ;0;som;
343;india praying ;0;som;
343;india praying statues ;0;som;
647700;man gun suit ;0;top;
647700;man gun suit two ;4;top;2,2,3,2
20379;tree snow ;0;som;
20379;tree snow sky ;1;som;1
127721;people light bulb ;1;top;2
127721;people light bulb party ;5;top;5,2,3,4,5
127721;people light bulb party boat ;0;top;
127721;people light bulb party boat night ;7;top;4,1,1,1,2,3,2
958292;guy sunglasses suit skin ;0;top;
958292;guy sunglasses suit skin two ;0;top;
958292;guy sunglasses suit skin two head ;0;top;
958292;guy sunglasses suit skin two head hand ;1;top;1
958292;guy sunglasses suit skin two head hand window ;0;top;
1098994;car jeep man female desert ;1;som;1
990334;man tent ;0;top;
990334;man tent sleeping bag ;0;top;
667883;mountain helmet snowboarder ;0;som;
667883;mountain helmet snowboarder peak ;12;som;3,7,3,2,4,2,2,3,4,4,3,3
920562;boat fisherman fishing ;0;top;
189079;man mountain sky sail ;0;som;
189079;man mountain sky sail snow ;0;som;
1025320;wedding hairstyle women ;0;top;
1025320;wedding hairstyle women hair ;7;top;3,3,4,2,1,2,2
1025320;wedding hairstyle women hair veil ;0;top;
1025320;wedding hairstyle women hair ;0;top;
1070429;crane ;0;som;
1070429;crane boat ;0;som;
1070429;crane boat dock ;0;som;
1070429;crane boat dock fog ;5;som;1,5,9,1,1
727362;hair women corridor ;1;som;3
727362;hair women corridor door window ;2;som;2,2
727362;hair women corridor door window picture ;4;som;1,2,3,1
1080405;guitar guitarist microphone man show ;1;top;2
1080405;guitar guitarist microphone man show acoustic ;0;top;
346112;group photograph lake ;0;som;
346112;group photograph lake people ;1;som;1
860818;desert sport ;0;top;
860818;desert sport dirt ;0;top;
860818;desert sport dirt wind ;3;top;1,1,5
234980;tablet hand ;5;som;1,6,2,1,4
237618;man smile ;0;top;
237618;man smile shirt ;0;top;
237618;man smile shirt profile ;0;top;
237618;man smile shirt;0;top;
827903;man woman sunglasses top coffee ;0;som;
827903;man woman sunglasses top coffee outdoor party ;0;som;
83008;newspaper article ;1;som;5
726654;mountain peak ;0;som;
726654;mountain peak snow ;0;som;
1031917;climbing hands gloves ;5;som;2,4,4,4,1
468747;article ;0;top;
468747;article internet ;2;top;1,2
468747;article internet sport ;3;top;1,1,1
799783;church praying men ;0;som;
799783;church praying 4 men ;0;som;
799783;church praying four men ;0;som;
799783;church praying four men chairs light ;0;som;
799783;church praying four men chairs light jesus ;0;som;
799783;church praying four men chairs light candles ;0;som;
595922;cameraman audiance ;0;top;
595922;cameraman audiance adds ;0;top;
595922;cameraman audiance adds people ;0;top;
609301;snow child sledge ;0;som;
609301;snow child sledge tree;0;som;
609301;snow laying child sledge tree ;0;som;
312770;green tree paper words ;0;top;
312770;green tree paper words create;0;top;
733324;hands shoulder woman green shirt;0;som;
733324;hands shoulder woman green shirt bracelet ;0;som;
733324;hands shoulder woman green shirt bracelet grass ;1;som;1
633863;knife kitchen ;0;som;
757607;wheelchair man gym green ;1;top;5
405349;lemon hand ;0;som;
380564;singler black woman microphone ;0;top;
380564;singler black woman microphone green shirt ;0;top;
380564;singer black woman microphone ;0;top;
380564;singer black woman microphone glass ;0;top;
380564;singer black woman microphone glass three ;0;top;
380564;singer black woman microphone beige shirt ;0;top;
380564;singer black woman microphone beige shirt green shirt ;0;top;
828435;garden house chair ;0;som;
828435;garden house black chair ;0;som;
828435;baige garden house black chair ;0;som;
828435;baige garden house black chair open door ;0;som;
828435;baige garden house black chair open door fence ;0;som;
828435;baige garden house black chair open door fence hood ;0;som;
783244;black and white street cubes cycle ;0;top;
783244;black and white street cubes;0;top;
783244;black and white sidewalk cubes ;0;top;
783244;black and white sidewalk cubes  building entrance ;0;top;
783244;black and white sidewalk cubes  building entrance cyclist ;0;top;
783244;black and white sidewalk cubes  building entrance cyclist red shirt ;0;top;
783244;black and white sidewalk cubes trashcan  building entrance cyclist red shirt ;0;top;
783244;black and white sidewalk cubes white trashcan  building entrance cyclist red shirt ;0;top;
783244;black and white sidewalk cubes white trashcan;0;top;
783244;black and white sidewalk cubes white trashcan cyclist ;0;top;
783244;black and white sidewalk cubes white trashcan cyclist buildings ;0;top;
1003086;man guitar yellow shirt bottle;1;som;1
281943;cyclist black tshirt red helmet;0;top;
281943;cyclist black tshirt red helmet nature jumper ;0;top;
281943;cyclist black tshirt red helmet nature jumper green trees ;0;top;
281943;cyclist black cloth red helmet nature jumper green trees ;0;top;
281943;cyclist black cloth red helmet nature jump green trees ;0;top;
281943;cyclist black cloth red helmet nature jump green trees mud ;0;top;
1080823;white cathedral blue sky ;0;som;
1080823;white building blue sky ;0;som;
541161;room window bad white fan;0;som;
541161;bedroom open window bed white fan;1;som;3
1147086;men smoke lights ;0;top;
343;india market ;0;som;
343;india wedding ;0;som;
343;india traditional  wedding ;0;som;
647700;two men guns suits ;0;top;
647700;two men guns suits sky ;0;top;
20379;tree snow sky;0;som;
